year,page,code,name,opening,received,total,transferred,fa_received,fa_disposed,replied,rejected,disciplinary,fee_rs,charges_rs,penalty_rs,amount_total_rs,capios,cpios,faas,officers_total
2023-24,166,59.68,Delhi Legislative Assembly Secretariat,731,151,882,43,10,10,837,0,0,690,950,0,1640,1,1,1,3
2023-24,166,59.69,Delhi Minorities Commission,4,99,103,20,4,3,80,0,0,260,0,0,260,0,0,0,0
2023-24,166,59.70,Delhi Nursing Council,203,29,232,3,10,0,0,0,0,0,0,0,0,0,1,1,2
2023-24,166,59.71,Delhi Pharmacy Council,0,15,15,2,0,0,13,0,0,70,0,0,70,0,0,0,0
2023-24,166,59.72,Delhi Pollution Control Committee Delhi Sanskrit Academy [merged 1/2],23,272,295,15,91,66,243,0,0,1740,2454,0,4194,0,0,0,0
2023-24,166,59.73,Delhi Pollution Control Committee Delhi Sanskrit Academy [merged 2/2],0,10,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0
2023-24,166,59.74,Delhi SC ST OBC Minority Handicapped Finance and Dev Corp Delhi State AIDS Control Society [merged 1/2],0,10,10,0,0,0,10,0,0,80,0,0,80,0,0,0,0
2023-24,166,59.75,Delhi SC ST OBC Minority Handicapped Finance and Dev Corp Delhi State AIDS Control Society [merged 2/2],246,52,298,8,5,1,43,0,0,100,0,0,100,1,0,1,2
2023-24,166,59.76,Delhi State Civil Supplies Corporation Limited,4,76,80,8,10,10,63,0,0,300,588,0,888,0,1,1,2
2023-24,166,59.77,Delhi State Consumer Disputes Redressal Commission,7,66,73,35,17,17,33,0,0,260,10,0,270,0,1,1,2
2023-24,166,59.78,Delhi State Haj Committee,0,5,5,2,0,0,3,0,0,20,0,0,20,0,0,0,0
2023-24,166,59.79,Delhi State Industrial and Infrastructure Development Corporation Limited,4,852,856,68,37,35,768,0,0,3710,1244,0,4954,0,26,14,40
2023-24,167,59.80,Ministry/ Independent Department Delhi Subordinate Services Selection Board,39,731,771,6,69,58,668,15,0,0,0,0,,0,16,2,18
2023-24,167,59.81,Delhi Tourism and Transporation Development Corporation Limited Delhi Transco Limited [merged 1/2],9,4,3,3,2,4,3,0,0,130,0,0,130,14,0,0,14
2023-24,167,59.82,Delhi Tourism and Transporation Development Corporation Limited Delhi Transco Limited [merged 2/2],308,121,429,15,28,28,95,0,0,810,20972,0,21782,1,5,4,10
2023-24,167,59.83,Delhi Transport Corporation,606,1229,1835,94,248,239,1220,0,0,11240,1130,0,12370,0,0,0,0
2023-24,167,59.84,Delhi Wakf Board,62,347,409,9,57,57,289,9,0,2370,0,0,2370,1,1,1,3
2023-24,167,59.85,"Department for the Welfare of SC, ST, OBC and Minorities",61,560,621,12,36,21,296,0,0,1880,36,0,1916,1,1,1,3
2023-24,167,59.86,Department of Archaeology,0,45,45,29,3,3,16,0,0,25,0,0,25,0,0,0,0
2023-24,167,59.87,Department of Delhi Archives,6,268,274,9,13,12,254,0,0,1650,954,0,2604,1,1,1,3
2023-24,167,59.88,Department of Environment,89,85,174,51,32,0,0,0,0,0,0,0,0,0,0,0,0
2023-24,167,59.89,Department of Food Safety,11,222,233,65,27,17,150,2,0,1080,0,0,1080,1,12,1,14
2023-24,167,59.90,Department of Forest and Wild Life Department of Industries [merged 1/2],51,797,848,129,31,31,664,1,0,790,846,0,636,0,5,1,6
2023-24,167,59.91,Department of Forest and Wild Life Department of Industries [merged 2/2],10,123,133,44,18,18,85,2,0,810,0,0,810,0,0,0,0
2023-24,167,59.92,"Department of Law, Justice and Legislative Affairs",98,185,283,130,20,19,79,1,0,0,0,0,0,1,1,1,3
2023-24,167,59.93,Department of Power,0,516,516,138,58,58,378,0,0,340,584,0,924,0,3,1,4
2023-24,167,59.94,Department of Trade and Taxes,0,189,189,8,45,39,116,0,0,1964,0,0,1964,154,1,1,156
2023-24,168,59.95,Education Department of Urban Development Development Department [merged 1/3],0,52,52,0,47,47,52,3,0,75,210,0,985,18,18,18,54
2023-24,168,59.96,Education Department of Urban Development Development Department [merged 2/3],9,1027,1036,544,51,46,483,0,0,1250,2034,0,3284,11,11,3,25
2023-24,168,59.97,Education Department of Urban Development Development Department [merged 3/3],3,514,517,329,77,38,185,0,0,1080,486,0,1566,4,4,0,8
2023-24,168,59.98,Directorate General of Home Guards GNCTD,141,65,206,0,4,0,69,0,0,400,366,0,766,0,0,0,0
2023-24,168,59.99,Directorate of Agricultural Marketing,0,27,27,17,0,0,7,2,0,40,0,0,40,0,0,0,0
2023-24,168,59.100,Directorate of Audit,1,23,24,,5,3,20,1,0,0,0,0,0,0,0,0,0
2023-24,168,59.101,Directorate of Education,2122,28278,30400,54,2419,1435,21448,2444,0,11765,5674,0,17439,47,47,8,102
2023-24,168,59.102,Directorate of Employment,0,76,76,25,2,2,51,0,0,90,0,0,90,0,1,1,2
2023-24,168,59.103,Directorate of Family Welfare,7,133,140,48,7,5,87,0,0,140,0,0,140,1,1,1,3
2023-24,168,59.104,Directorate of Gurudwara Election Directorate of Health Services Head Quarter [merged 1/2],0,14,14,5,1,1,9,0,0,70,0,0,70,1,1,1,3
2023-24,168,59.105,Directorate of Gurudwara Election Directorate of Health Services Head Quarter [merged 2/2],159,317,190,172,14,14,90,0,0,515,348,0,863,1,22,1,24
2023-24,168,59.106,Directorate of Higher Education,9,6,85,6,2,2,6,0,0,4,0,0,4,0,0,0,0
2023-24,168,59.107,Directorate of Ayush,414,135,549,22,8,7,70,0,0,340,156,0,496,2,2,1,5
2023-24,168,59.108,Directorate of Information and Publicity,3,71,74,12,11,11,59,2,0,360,42,0,402,0,1,1,2
2023-24,168,59.109,Directorate of Prohibition,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0
2023-24,168,59.110,Directorate of Prosecution Delhi,0,130,130,15,6,6,115,0,0,300,0,0,300,6,1,1,8
2023-24,168,59.111,Directorate of Small Savings and Lotteries,0,5,5,1,0,0,4,0,0,20,0,0,20,1,1,1,3
2023-24,169,59.112,Ministry/ Independent Department Directorate of Training UTCS,0,9,9,6,1,1,7,0,0,0,168,0,,1,1,1,3
2023-24,169,59.113,Directorate of Vigilance and Anti Corruption Dr. B.R. Sur Homoeopathic Medical College and Hospital Dr. Baba Saheb Ambedkar Hospital [merged 1/3],20,461,481,157,140,23,286,10,0,2164,0,0,2164,0,9,2,11
2023-24,169,59.114,Directorate of Vigilance and Anti Corruption Dr. B.R. Sur Homoeopathic Medical College and Hospital Dr. Baba Saheb Ambedkar Hospital [merged 2/3],108,27,135,5,1,1,14,0,0,75,686,0,761,1,1,1,3
2023-24,169,59.115,Directorate of Vigilance and Anti Corruption Dr. B.R. Sur Homoeopathic Medical College and Hospital Dr. Baba Saheb Ambedkar Hospital [merged 3/3],8,153,161,,28,28,152,0,0,1280,110,0,1390,1,1,1,3
2023-24,169,59.116,Dr. Hedgewar Arogya Sansthan,8,81,89,2,11,10,78,3,0,740,0,0,740,1,1,1,3
2023-24,169,59.117,Dr. N.C. Joshi Memorial Hospital,0,6,6,0,0,0,6,0,0,40,0,0,40,0,0,0,0
2023-24,169,59.118,Dte. of Economics and Statistics,0,39,39,15,2,2,23,0,0,50,0,0,50,1,1,1,3
2023-24,169,59.119,Excise Entertainment and Luxury Tax,0,97,97,,56,1,66,28,0,0,0,0,0,0,0,0,0
2023-24,169,59.120,G.B. Pant Hospital,0,123,123,0,32,32,123,0,0,490,0,0,490,1,1,0,2
2023-24,169,59.121,General Administration Department,38,569,607,139,80,71,452,0,0,1660,0,0,1660,0,1,1,2
2023-24,169,59.122,Guru Gobind Singh Government Hospital Guru Gobind Singh Indraprastha University [merged 1/2],1,37,38,1,3,3,34,0,0,0,0,0,0,1,1,1,3
2023-24,169,59.123,Guru Gobind Singh Government Hospital Guru Gobind Singh Indraprastha University [merged 2/2],2,35,35,1,8,8,33,0,0,98,20,0,30,0,1,0,1
2023-24,169,59.124,Guru Nanak Eye Centre,0,7,9,5,5,5,6,0,0,0,50,0,30,0,1,1,2
2023-24,169,59.125,Health and Family Welfare Department,0,1069,1069,1012,62,51,0,0,0,5550,200,0,5750,0,38,1,39
2023-24,169,59.126,Hindi Academy Delhi,1,14,15,0,2,2,15,0,0,50,0,0,50,0,0,0,0
2023-24,169,59.127,Home Department GNCTD,2,775,777,611,3,0,154,5,0,3050,1302,0,4352,10,6,3,19
2023-24,169,59.128,Institute of Human Behaviour and Allied Sciences,13,128,141,5,33,31,79,43,0,1240,0,0,1240,0,0,0,0
2023-24,170,59.129,Irrigation and Flood Control Department Jag Pravesh Chandra Hospital Labour Department Delhi [merged 1/3],296,323,619,99,684,652,380,148,0,972,7686,0,5658,0,26,5,31
2023-24,170,59.130,Irrigation and Flood Control Department Jag Pravesh Chandra Hospital Labour Department Delhi [merged 2/3],5,46,51,1,2,2,49,0,0,130,0,0,130,1,1,1,3
2023-24,170,59.131,Irrigation and Flood Control Department Jag Pravesh Chandra Hospital Labour Department Delhi [merged 3/3],304,2851,3155,13,186,182,2871,0,0,5120,990,0,6110,23,21,13,57
2023-24,170,59.132,Lal Bahadur Shastri Hospital,13,111,124,1,25,25,116,0,0,380,0,0,380,0,0,0,0
2023-24,170,59.133,Land and Building Department,10,695,705,77,107,105,628,0,0,5805,8718,0,14523,0,0,0,0
2023-24,170,59.134,Lok Nayak Hospital,0,444,444,8,45,43,436,0,0,2100,860,0,2960,0,1,1,2
2023-24,170,59.135,Lt. Governors Secretariat,76,2110,2186,1035,242,0,1081,0,0,15210,1545,0,16755,1,1,1,3
2023-24,170,59.136,Maharaja Agrasen College Delhi,94,35,129,2,4,0,17,0,0,40,102,0,142,0,0,0,0
2023-24,170,59.137,Maharishi Valmiki Hospital Maharshi Valmiki College of Education [merged 1/2],0,38,38,1,4,3,28,0,0,145,0,0,145,0,0,0,0
2023-24,170,59.138,Maharishi Valmiki Hospital Maharshi Valmiki College of Education [merged 2/2],5,9,14,0,0,0,12,0,0,0,0,0,0,0,0,0,0
2023-24,170,59.139,Maulana Azad Institute of Dental Sciences NCC Department [merged 1/2],3,65,68,0,13,13,59,0,0,530,0,0,530,0,0,0,0
2023-24,170,59.140,Maulana Azad Institute of Dental Sciences NCC Department [merged 2/2],0,12,12,3,0,0,9,0,0,0,0,0,0,0,3,1,4
2023-24,170,59.141,Nehru Homoeopathic Medical College and Hospital,1,15,16,0,1,1,13,1,0,50,802,0,852,1,1,1,3
2023-24,170,59.142,Netaji Subhas Institute of Technology,929,147,1076,0,0,0,0,0,0,1200,136,0,1336,0,0,0,0
2023-24,170,59.143,Principal Account Ofifce,14,155,169,60,23,22,97,0,0,1410,188,0,1598,0,0,0,0
2023-24,170,59.144,Pt Madan Mohan Malviya Hospital,0,33,33,0,2,2,31,1,0,280,0,0,280,1,1,1,3
2023-24,171,59.145,Ministry/ Independent Department Public Grievance Commission,12,18,19,6,25,18,11,0,0,104,58,0,,0,1,1,2
2023-24,171,59.146,Public Works Department Delhi Punjabi Academy Delhi [merged 1/2],114,4,6,609,114,114,0,16,0,0,8,0,8,127,127,41,295
2023-24,171,59.147,Public Works Department Delhi Punjabi Academy Delhi [merged 2/2],1,2495,2609,0,0,0,1977,0,0,2356,829,0,3185,1,1,0,2
2023-24,171,59.148,Rajya Sainik Board Delhi,2,0,2,0,2,2,2,0,0,0,0,0,0,1,1,1,3
2023-24,171,59.149,Rao Tula Ram Memorial Hospital,6,37,43,1,5,0,35,0,0,340,0,0,340,0,0,0,0
2023-24,171,59.150,Registrar Chit Fund,0,13,13,0,2,0,13,0,0,50,0,0,50,0,0,0,0
2023-24,171,59.151,Revenue Department,0,5137,5137,5137,2646,0,0,0,0,31687,0,0,31687,0,107,12,119
2023-24,171,59.152,Sahitya Kala Parishad,0,11,11,0,1,1,11,0,0,20,0,0,20,1,1,1,3
2023-24,171,59.153,Samajik Suvidha Sangam,0,37,37,0,0,0,28,0,0,60,338,0,398,0,0,0,0
2023-24,171,59.154,Sanjay Gandhi Memorial Hospital,5,76,81,2,13,12,77,0,0,320,0,0,320,0,1,1,2
2023-24,171,59.155,Sardar Vallabh Bhai Patel Hospital,0,27,27,1,1,1,20,5,0,100,576,0,676,1,1,1,3
2023-24,171,59.156,Satyawadi Raja Harishchandra Hospital Services Department [merged 1/2],0,3,3,3,0,0,6,3,0,40,0,0,40,0,0,0,0
2023-24,171,59.157,Satyawadi Raja Harishchandra Hospital Services Department [merged 2/2],581,619,1200,226,59,54,551,0,0,560,222,0,782,10,12,3,25
2023-24,171,59.158,Shaheed Rajguru College of Applied Sciences for Women,1,20,21,1,4,4,18,0,0,0,0,0,0,1,1,1,3
2023-24,171,59.159,Shaheed Sukhdev College of Business Studies,0,35,35,0,0,0,32,0,0,0,0,0,0,0,0,0,0
2023-24,171,59.160,Sindhi Academy,2,4,6,0,0,0,6,0,0,0,0,0,0,1,1,1,3
2023-24,171,59.161,State Election Commission Delhi,29,127,156,46,20,20,110,0,0,650,116,0,766,0,1,1,2
2023-24,172,59.162,Tourism Department Delhi Transport Department Delhi Ambedkar Institute of Technology [merged 1/3],0,53,53,24,2,2,19,9,0,0,0,0,0,0,0,0,0
2023-24,172,59.163,Tourism Department Delhi Transport Department Delhi Ambedkar Institute of Technology [merged 2/3],710,2037,2747,88,755,0,1520,1,0,16960,371,0,17331,1,38,17,56
2023-24,172,59.164,Tourism Department Delhi Transport Department Delhi Ambedkar Institute of Technology [merged 3/3],412,33,445,,0,0,33,0,0,80,140,0,220,1,1,1,3
2023-24,172,59.165,Ambedkar Institute of Advance Communication Technologies and Research,0,9,9,1,0,0,0,0,0,100,6,0,106,0,0,0,0
2023-24,172,59.166,Bhai Parmanand Institute of Business Studies,7,22,29,0,0,0,29,0,0,4,0,0,4,0,1,1,2
2023-24,172,59.167,Delhi Dialogue & Development Commission,1,31,32,10,7,6,22,0,0,0,0,0,0,0,0,0,0
2023-24,172,59.168,Deputy Apprenticeship Advisor,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3
2023-24,172,59.169,DFC (New Delhi & Chandigarh),0,15,15,0,0,0,15,0,0,150,1096,0,1246,1,1,1,3
2023-24,172,59.170,Forensic Science Laboratory,61,174,235,0,15,15,219,0,0,1070,0,0,1070,0,0,0,0
2023-24,172,59.171,Guru Teg Bahadur (GTB) Hospital Indira Gandhi Delhi Technical University for [merged 1/2],6,312,318,32,30,29,278,0,0,2680,180,0,2860,0,0,0,0
2023-24,172,59.172,Guru Teg Bahadur (GTB) Hospital Indira Gandhi Delhi Technical University for [merged 2/2],2,6,9,0,1,1,6,0,0,40,0,0,40,0,0,0,0
2023-24,172,59.173,Women (IGDTUW) Indraprastha Power Generation Co. Ltd. (GENCO),9,9,8,9,6,4,4,0,0,0,0,0,0,1,3,1,5
2023-24,172,59.174,Meera Bai Institute of Technology,104,25,129,1,0,0,18,0,1,0,0,0,0,1,1,0,2
2023-24,172,59.175,Ofifce of the Minister (Sh. Rajendra Pal Gautam),0,38,38,38,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-24,172,59.176,Ofifce of the Minister (Sh. Satyendar Jain),0,128,128,105,6,0,21,0,0,930,0,0,930,1,1,1,3
2023-24,172,59.177,State Council of Educational Research and Training (SCERT),8,161,169,27,25,25,142,0,0,190,172,0,362,1,1,1,3
2023-24,172,59.178,Weight & Measures Department,0,55,55,0,0,0,55,0,0,80,0,0,80,0,0,0,0
2023-24,173,59.179,Ministry/ Independent Department South Delhi Municipal Corporation Central,42,282,286,6,27,26,276,0,0,115,0,0,,24,12,4,40
2023-24,173,59.180,Zone South Delhi Municipal Corporation Education Department South Delhi Municipal Corporation Finance Deptt [merged 1/2],0,6,8,311,6,8,9,0,0,60,1359,0,60,0,0,0,0
2023-24,173,59.181,Zone South Delhi Municipal Corporation Education Department South Delhi Municipal Corporation Finance Deptt [merged 2/2],1,836,836,212,64,62,525,0,0,1175,0,0,2534,0,0,0,0
2023-24,173,59.182,South Delhi Municipal Corporation Head Quarter,119,454,573,100,36,36,354,0,0,1522,12,0,1534,0,0,0,0
2023-24,173,59.183,South Delhi Municipal Corporation West Zone,6,2915,2921,340,237,225,2473,0,0,11533,2107,0,13640,0,3,1,4
2023-24,173,59.184,"Maithili Bhojpuri Academy, Delhi",1,3,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0
2023-24,173,59.185,Dr G G L S Prachya Vidya Pratishthan,0,6,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0
2023-24,173,59.186,Delhi Medical Council,2076,211,2287,35,22,17,167,0,0,620,9823,0,10443,0,1,1,2
2023-24,173,59.187,CDMO Ofifce (North),4,132,136,6,1,13,107,0,0,200,94,0,294,0,0,0,0
2023-24,173,59.188,Keshav Mahavidyalaya Delhi State Cancer Institute [merged 1/2],5,52,57,0,19,19,54,4,0,120,0,0,120,1,1,1,3
2023-24,173,59.189,Keshav Mahavidyalaya Delhi State Cancer Institute [merged 2/2],5,98,103,0,0,0,4,0,0,120,256,0,376,0,0,0,0
2023-24,173,59.190,Aditi Mahavidyalaya Delhi Skill University [merged 1/2],4,31,35,0,3,3,34,2,0,120,0,0,120,1,1,1,3
2023-24,173,59.191,Aditi Mahavidyalaya Delhi Skill University [merged 2/2],7,217,224,24,0,0,163,0,0,210,13244,0,13454,0,1,1,2
2023-24,173,59.192,Institute of Liver & Biliary Sciences,0,74,74,0,9,9,67,2,0,710,0,0,710,12,2,2,16
